instance,scale,rule,ort_feasible,droc_feasible,ort_vehicles,droc_vehicles,ort_distance,droc_distance,ort_runtime,droc_runtime,vehicle_improvement,distance_improvement,runtime_ratio
ORTEC-SYNTH-800-s448,800,latest,True,True,67.0,67.0,359614.5,276931.0,123.96,159.84,0.0,22.99225976705611,1.2894482090997097
ORTEC-SYNTH-800-s448,800,retry,True,True,67.0,67.0,359614.5,276931.0,123.96,159.84,0.0,22.99225976705611,1.2894482090997097
ORTEC-SYNTH-800-s449,800,latest,True,True,71.0,71.0,359851.1,297776.0,124.17,275.26,0.0,17.25021821525625,2.2167995490053958
ORTEC-SYNTH-800-s449,800,retry,True,True,71.0,66.0,359851.1,333322.0,124.17,191.89,7.042253521126761,7.37224368634693,1.5453813320447771
ORTEC-SYNTH-800-s450,800,latest,False,True,76.0,75.0,469108.4,465783.0,124.56,173.46,,,1.392581888246628
ORTEC-SYNTH-800-s450,800,retry,False,True,76.0,66.0,469108.4,308159.0,124.56,175.14,,,1.4060693641618496
ORTEC-SYNTH-800-s451,800,latest,False,False,0.0,0.0,0.0,0.0,123.49,361.06,,,2.9237994979350557
ORTEC-SYNTH-800-s451,800,retry,False,True,0.0,66.0,0.0,458005.0,123.49,169.42,,,1.3719329500364401
ORTEC-SYNTH-800-s452,800,latest,False,True,72.0,72.0,375380.4,309376.0,124.26,142.26,,,1.1448575567358763
ORTEC-SYNTH-800-s452,800,retry,False,True,72.0,72.0,375380.4,309376.0,124.26,142.26,,,1.1448575567358763
ORTEC-SYNTH-800-s453,800,latest,False,True,72.0,72.0,358419.5,353367.0,123.15,151.29,,,1.2285018270401948
ORTEC-SYNTH-800-s453,800,retry,False,True,72.0,72.0,358419.5,353367.0,123.15,151.29,,,1.2285018270401948
ORTEC-SYNTH-800-s454,800,latest,False,True,70.0,68.0,339490.6,352507.0,124.07,154.33,,,1.2438945756427824
ORTEC-SYNTH-800-s454,800,retry,False,True,70.0,68.0,339490.6,352507.0,124.07,154.33,,,1.2438945756427824
ORTEC-SYNTH-800-s455,800,latest,False,True,70.0,67.0,343288.9,339614.0,124.1,161.24,,,1.2992747784045127
ORTEC-SYNTH-800-s455,800,retry,False,True,70.0,67.0,343288.9,339614.0,124.1,161.24,,,1.2992747784045127
ORTEC-SYNTH-800-s456,800,latest,True,True,69.0,66.0,357461.9,335448.0,124.6,167.08,4.3478260869565215,6.1583905865212545,1.3409309791332265
ORTEC-SYNTH-800-s456,800,retry,True,True,69.0,66.0,357461.9,335448.0,124.6,167.08,4.3478260869565215,6.1583905865212545,1.3409309791332265
ORTEC-SYNTH-800-s457,800,latest,True,True,71.0,69.0,365331.7,271862.0,124.22,181.45,2.8169014084507045,25.584886282794518,1.460714860730961
ORTEC-SYNTH-800-s457,800,retry,True,True,71.0,64.0,365331.7,317819.0,124.22,142.73,9.859154929577464,13.005359239288572,1.1490098212848172
ORTEC-SYNTH-800-s458,800,latest,False,False,0.0,0.0,0.0,0.0,124.06,410.84,,,3.3116234080283733
ORTEC-SYNTH-800-s458,800,retry,False,True,0.0,63.0,0.0,297905.0,124.06,163.9,,,1.3211349347090118
ORTEC-SYNTH-800-s459,800,latest,True,True,74.0,72.0,386560.2,394562.0,123.49,165.77,2.7027027027027026,-2.070000998550805,1.3423759008826628
ORTEC-SYNTH-800-s459,800,retry,True,True,74.0,65.0,386560.2,334396.0,123.49,145.37,12.162162162162163,13.494457008248654,1.1771803384889465
ORTEC-SYNTH-800-s48,800,latest,False,True,72.0,69.0,377604.3,277677.0,125.38,185.4,,,1.4787047375977032
ORTEC-SYNTH-800-s48,800,retry,False,True,72.0,69.0,377604.3,277677.0,125.38,185.4,,,1.4787047375977032
ORTEC-SYNTH-800-s49,800,latest,False,False,0.0,0.0,0.0,0.0,125.1,363.43,,,2.905115907274181
ORTEC-SYNTH-800-s49,800,retry,False,True,0.0,65.0,0.0,427064.0,125.1,165.8,,,1.3253397282174262
ORTEC-SYNTH-800-s50,800,latest,False,True,70.0,70.0,350258.6,346367.0,123.23,181.3,,,1.4712326543861074
ORTEC-SYNTH-800-s50,800,retry,False,True,70.0,64.0,350258.6,255429.0,123.23,106.56,,,0.8647244989044875
