method,scenario,scale,epoch,served_rate,runtime_sec,feasible,orders_dispatched,orders_pending
OR-Tools,ORTEC-SYNTH-500-s237_dyn5e,500,0,0.2,14.39,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s237_dyn5e,500,1,0.4,15.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s237_dyn5e,500,2,0.6,18.22,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s237_dyn5e,500,3,0.8,16.57,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s237_dyn5e,500,4,1.0,12.05,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s239_dyn5e,500,0,0.2,13.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s239_dyn5e,500,1,0.4,17.61,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s239_dyn5e,500,2,0.6,14.15,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s239_dyn5e,500,3,0.8,18.7,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s239_dyn5e,500,4,1.0,15.56,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s240_dyn5e,500,0,0.2,12.55,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s240_dyn5e,500,1,0.4,13.66,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s240_dyn5e,500,2,0.6,12.91,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s240_dyn5e,500,3,0.8,15.59,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s240_dyn5e,500,4,1.0,13.84,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s241_dyn5e,500,0,0.2,18.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s241_dyn5e,500,1,0.4,17.23,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s241_dyn5e,500,2,0.6,20.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s241_dyn5e,500,3,0.8,20.53,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s241_dyn5e,500,4,1.0,15.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s242_dyn5e,500,0,0.2,14.04,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s242_dyn5e,500,1,0.4,11.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s242_dyn5e,500,2,0.6,18.98,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s242_dyn5e,500,3,0.8,16.58,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s242_dyn5e,500,4,1.0,12.68,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s238_dyn5e,500,0,0.2,14.89,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s238_dyn5e,500,1,0.4,18.14,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s238_dyn5e,500,2,0.6,13.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s238_dyn5e,500,3,0.8,14.08,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s238_dyn5e,500,4,0.8,120.18,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s243_dyn5e,500,0,0.2,21.06,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s243_dyn5e,500,1,0.4,18.93,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s243_dyn5e,500,2,0.6,15.04,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s243_dyn5e,500,3,0.8,11.4,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s243_dyn5e,500,4,1.0,16.14,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s244_dyn5e,500,0,0.2,13.81,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s244_dyn5e,500,1,0.4,16.42,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s244_dyn5e,500,2,0.6,25.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s244_dyn5e,500,3,0.8,22.83,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s244_dyn5e,500,4,1.0,14.59,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s245_dyn5e,500,0,0.2,17.29,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s245_dyn5e,500,1,0.4,15.0,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s245_dyn5e,500,2,0.6,22.13,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s245_dyn5e,500,3,0.8,17.52,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s245_dyn5e,500,4,1.0,17.22,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s246_dyn5e,500,0,0.2,19.99,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s246_dyn5e,500,1,0.4,17.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s246_dyn5e,500,2,0.6,11.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s246_dyn5e,500,3,0.8,19.83,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s246_dyn5e,500,4,1.0,14.34,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s247_dyn5e,500,0,0.2,18.55,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s247_dyn5e,500,1,0.4,16.22,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s247_dyn5e,500,2,0.6,19.1,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s247_dyn5e,500,3,0.8,25.29,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s247_dyn5e,500,4,1.0,23.18,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s248_dyn5e,500,0,0.2,20.81,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s248_dyn5e,500,1,0.4,22.01,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s248_dyn5e,500,2,0.6,18.81,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s248_dyn5e,500,3,0.8,13.32,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s248_dyn5e,500,4,1.0,21.49,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s249_dyn5e,500,0,0.2,25.69,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s249_dyn5e,500,1,0.4,18.12,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s249_dyn5e,500,2,0.6,16.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s249_dyn5e,500,3,0.8,13.29,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s249_dyn5e,500,4,1.0,15.88,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s251_dyn5e,500,0,0.2,19.34,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s251_dyn5e,500,1,0.4,17.94,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s251_dyn5e,500,2,0.6,15.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s251_dyn5e,500,3,0.8,20.82,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s251_dyn5e,500,4,1.0,16.58,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s253_dyn5e,500,0,0.2,14.21,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s253_dyn5e,500,1,0.4,20.95,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s253_dyn5e,500,2,0.6,14.82,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s253_dyn5e,500,3,0.8,18.33,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s253_dyn5e,500,4,1.0,18.45,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s254_dyn5e,500,0,0.2,16.66,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s254_dyn5e,500,1,0.4,22.91,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s254_dyn5e,500,2,0.6,18.51,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s254_dyn5e,500,3,0.8,12.32,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s254_dyn5e,500,4,1.0,15.7,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s256_dyn5e,500,0,0.2,18.65,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s256_dyn5e,500,1,0.4,17.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s256_dyn5e,500,2,0.6,13.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s256_dyn5e,500,3,0.8,21.44,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s256_dyn5e,500,4,1.0,12.78,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s257_dyn5e,500,0,0.2,13.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s257_dyn5e,500,1,0.4,14.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s257_dyn5e,500,2,0.6,15.26,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s257_dyn5e,500,3,0.8,17.2,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s257_dyn5e,500,4,1.0,21.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s252_dyn5e,500,0,0.2,12.71,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s252_dyn5e,500,1,0.4,21.68,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s252_dyn5e,500,2,0.4,120.04,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s252_dyn5e,500,3,0.4,120.29,False,0.0,200.0
OR-Tools,ORTEC-SYNTH-500-s252_dyn5e,500,4,0.4,120.33,False,0.0,300.0
OR-Tools,ORTEC-SYNTH-500-s258_dyn5e,500,0,0.2,17.69,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s258_dyn5e,500,1,0.4,18.29,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s258_dyn5e,500,2,0.6,15.31,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s258_dyn5e,500,3,0.8,17.13,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s258_dyn5e,500,4,1.0,16.13,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s259_dyn5e,500,0,0.2,19.11,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s259_dyn5e,500,1,0.4,16.39,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s259_dyn5e,500,2,0.6,19.85,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s259_dyn5e,500,3,0.8,15.27,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s259_dyn5e,500,4,1.0,14.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s260_dyn5e,500,0,0.2,20.79,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s260_dyn5e,500,1,0.4,22.49,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s260_dyn5e,500,2,0.6,17.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s260_dyn5e,500,3,0.8,17.32,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s260_dyn5e,500,4,1.0,20.69,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s255_dyn5e,500,0,0.2,19.72,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s255_dyn5e,500,1,0.4,14.08,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s255_dyn5e,500,2,0.4,120.45,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s255_dyn5e,500,3,0.4,120.12,False,0.0,200.0
OR-Tools,ORTEC-SYNTH-500-s255_dyn5e,500,4,0.4,120.33,False,0.0,300.0
OR-Tools,ORTEC-SYNTH-500-s261_dyn5e,500,0,0.2,13.89,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s261_dyn5e,500,1,0.4,14.29,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s261_dyn5e,500,2,0.6,23.88,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s261_dyn5e,500,3,0.8,17.59,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s261_dyn5e,500,4,1.0,17.76,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s262_dyn5e,500,0,0.2,16.78,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s262_dyn5e,500,1,0.4,14.86,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s262_dyn5e,500,2,0.6,15.75,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s262_dyn5e,500,3,0.8,14.67,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s262_dyn5e,500,4,1.0,12.76,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s263_dyn5e,500,0,0.2,17.15,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s263_dyn5e,500,1,0.4,16.73,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s263_dyn5e,500,2,0.6,16.18,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s263_dyn5e,500,3,0.8,21.91,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s263_dyn5e,500,4,1.0,19.78,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s250_dyn5e,500,0,0.0,240.12,False,0.0,100.0
OR-Tools,ORTEC-SYNTH-500-s250_dyn5e,500,1,0.0,120.82,False,0.0,200.0
OR-Tools,ORTEC-SYNTH-500-s250_dyn5e,500,2,0.0,120.43,False,0.0,300.0
OR-Tools,ORTEC-SYNTH-500-s250_dyn5e,500,3,0.0,120.38,False,0.0,400.0
OR-Tools,ORTEC-SYNTH-500-s250_dyn5e,500,4,0.0,120.44,False,0.0,500.0
OR-Tools,ORTEC-SYNTH-500-s264_dyn5e,500,0,0.2,21.76,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s264_dyn5e,500,1,0.4,17.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s264_dyn5e,500,2,0.6,14.32,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s264_dyn5e,500,3,0.8,17.44,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s264_dyn5e,500,4,1.0,17.83,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s265_dyn5e,500,0,0.2,17.86,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s265_dyn5e,500,1,0.4,17.54,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s265_dyn5e,500,2,0.6,19.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s265_dyn5e,500,3,0.8,18.15,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s265_dyn5e,500,4,1.0,17.18,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s266_dyn5e,500,0,0.2,16.68,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s266_dyn5e,500,1,0.4,25.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s266_dyn5e,500,2,0.6,10.37,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s266_dyn5e,500,3,0.8,18.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s266_dyn5e,500,4,1.0,16.01,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s268_dyn5e,500,0,0.2,16.65,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s268_dyn5e,500,1,0.4,16.87,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s268_dyn5e,500,2,0.6,13.78,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s268_dyn5e,500,3,0.8,15.25,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s268_dyn5e,500,4,1.0,14.02,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s267_dyn5e,500,0,0.2,18.27,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s267_dyn5e,500,1,0.4,17.36,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s267_dyn5e,500,2,0.6,14.74,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s267_dyn5e,500,3,0.8,17.16,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s267_dyn5e,500,4,1.0,16.88,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s269_dyn5e,500,0,0.2,19.56,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s269_dyn5e,500,1,0.4,23.79,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s269_dyn5e,500,2,0.6,17.07,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s269_dyn5e,500,3,0.8,21.6,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s269_dyn5e,500,4,1.0,20.93,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s45_dyn5e,500,0,0.2,20.5,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s45_dyn5e,500,1,0.4,18.16,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s45_dyn5e,500,2,0.6,16.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s45_dyn5e,500,3,0.8,20.8,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s45_dyn5e,500,4,1.0,16.71,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s46_dyn5e,500,0,0.2,17.23,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s46_dyn5e,500,1,0.4,14.71,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s46_dyn5e,500,2,0.6,16.04,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s46_dyn5e,500,3,0.8,15.93,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s46_dyn5e,500,4,1.0,16.66,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s47_dyn5e,500,0,0.2,15.88,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s47_dyn5e,500,1,0.4,16.79,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s47_dyn5e,500,2,0.6,10.63,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s47_dyn5e,500,3,0.8,18.95,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-500-s47_dyn5e,500,4,1.0,16.77,True,100.0,0.0
OR-Tools,ORTEC-SYNTH-800-s400_dyn5e,800,0,0.2,38.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s400_dyn5e,800,1,0.4,37.73,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s400_dyn5e,800,2,0.6,30.5,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s400_dyn5e,800,3,0.8,24.19,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s400_dyn5e,800,4,1.0,25.69,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s401_dyn5e,800,0,0.2,33.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s401_dyn5e,800,1,0.4,33.52,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s401_dyn5e,800,2,0.6,23.84,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s401_dyn5e,800,3,0.8,43.18,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s401_dyn5e,800,4,1.0,25.32,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s403_dyn5e,800,0,0.2,53.75,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s403_dyn5e,800,1,0.4,34.85,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s403_dyn5e,800,2,0.6,29.59,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s403_dyn5e,800,3,0.8,28.94,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s403_dyn5e,800,4,1.0,31.75,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s405_dyn5e,800,0,0.2,35.36,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s405_dyn5e,800,1,0.4,35.01,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s405_dyn5e,800,2,0.6,32.15,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s405_dyn5e,800,3,0.8,28.7,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s405_dyn5e,800,4,1.0,33.25,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s406_dyn5e,800,0,0.2,32.29,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s406_dyn5e,800,1,0.4,24.19,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s406_dyn5e,800,2,0.6,24.11,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s406_dyn5e,800,3,0.8,22.94,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s406_dyn5e,800,4,1.0,38.2,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s408_dyn5e,800,0,0.2,21.29,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s408_dyn5e,800,1,0.4,44.07,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s408_dyn5e,800,2,0.6,31.37,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s408_dyn5e,800,3,0.8,30.49,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s408_dyn5e,800,4,1.0,29.8,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s402_dyn5e,800,0,0.2,33.89,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s402_dyn5e,800,1,0.2,120.22,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s402_dyn5e,800,2,0.2,120.39,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s402_dyn5e,800,3,0.2,120.46,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s402_dyn5e,800,4,0.2,120.73,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s407_dyn5e,800,0,0.2,29.59,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s407_dyn5e,800,1,0.4,32.74,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s407_dyn5e,800,2,0.6,42.15,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s407_dyn5e,800,3,0.6,120.25,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s407_dyn5e,800,4,0.6,120.61,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s409_dyn5e,800,0,0.2,37.76,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s409_dyn5e,800,1,0.4,34.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s409_dyn5e,800,2,0.6,30.3,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s409_dyn5e,800,3,0.8,25.43,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s409_dyn5e,800,4,1.0,26.56,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s411_dyn5e,800,0,0.2,29.6,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s411_dyn5e,800,1,0.4,29.91,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s411_dyn5e,800,2,0.6,27.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s411_dyn5e,800,3,0.8,25.89,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s411_dyn5e,800,4,1.0,22.8,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s412_dyn5e,800,0,0.2,25.06,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s412_dyn5e,800,1,0.4,34.17,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s412_dyn5e,800,2,0.6,44.41,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s412_dyn5e,800,3,0.8,29.87,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s412_dyn5e,800,4,1.0,32.08,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s404_dyn5e,800,0,0.0,240.28,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s404_dyn5e,800,1,0.0,120.53,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s404_dyn5e,800,2,0.0,120.33,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s404_dyn5e,800,3,0.0,120.7,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s404_dyn5e,800,4,0.0,121.08,False,0.0,800.0
OR-Tools,ORTEC-SYNTH-800-s413_dyn5e,800,0,0.2,31.17,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s413_dyn5e,800,1,0.4,29.01,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s413_dyn5e,800,2,0.6,39.32,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s413_dyn5e,800,3,0.8,30.08,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s413_dyn5e,800,4,1.0,19.7,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s414_dyn5e,800,0,0.2,30.71,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s414_dyn5e,800,1,0.4,26.39,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s414_dyn5e,800,2,0.6,26.57,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s414_dyn5e,800,3,0.8,30.18,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s414_dyn5e,800,4,1.0,31.35,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s415_dyn5e,800,0,0.2,31.35,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s415_dyn5e,800,1,0.4,29.78,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s415_dyn5e,800,2,0.6,30.85,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s415_dyn5e,800,3,0.8,34.72,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s415_dyn5e,800,4,1.0,21.61,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s410_dyn5e,800,0,0.2,25.42,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s410_dyn5e,800,1,0.2,120.3,False,0.0,160.0
OR-Tools,ORTEC-SYNTH-800-s410_dyn5e,800,2,0.2,120.25,False,0.0,320.0
OR-Tools,ORTEC-SYNTH-800-s410_dyn5e,800,3,0.2,120.41,False,0.0,480.0
OR-Tools,ORTEC-SYNTH-800-s410_dyn5e,800,4,0.2,120.9,False,0.0,640.0
OR-Tools,ORTEC-SYNTH-800-s416_dyn5e,800,0,0.2,32.62,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s416_dyn5e,800,1,0.4,27.63,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s416_dyn5e,800,2,0.6,27.24,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s416_dyn5e,800,3,0.8,31.07,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s416_dyn5e,800,4,1.0,37.27,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s419_dyn5e,800,0,0.2,33.36,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s419_dyn5e,800,1,0.4,29.39,True,160.0,0.0
OR-Tools,ORTEC-SYNTH-800-s419_dyn5e,800,2,0.6,30.35,True,160.0,0.0
