feasible,improvement,instance,method,method_label,metric,n,panel,rate,scale,scenario,served_rate,size
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s413_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s413_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s413_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s414_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s414_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s414_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s415_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s415_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s415_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s416_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s416_dyn5e,99.25,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s416_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s417_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s417_dyn5e,0.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s417_dyn5e,0.0,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s418_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s418_dyn5e,20.13,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s418_dyn5e,20.13,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s419_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s419_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s419_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s420_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s420_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s420_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s421_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s421_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s421_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s422_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s422_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s422_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s423_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s423_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s423_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s424_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s424_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s424_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s425_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s425_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s425_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s426_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s426_dyn5e,20.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s426_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s427_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s427_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s427_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s428_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s428_dyn5e,2.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s428_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s429_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s429_dyn5e,20.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s429_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s430_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s430_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s430_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s431_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s431_dyn5e,20.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s431_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s432_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s432_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s432_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s433_dyn5e,80.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s433_dyn5e,80.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s433_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s434_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s434_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s434_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s435_dyn5e,40.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s435_dyn5e,40.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s435_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s436_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s436_dyn5e,0.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s436_dyn5e,0.0,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s437_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s437_dyn5e,0.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s437_dyn5e,0.0,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s438_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s438_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s438_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s439_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s439_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s439_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s440_dyn5e,80.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s440_dyn5e,80.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s440_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s441_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s441_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s441_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s442_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s442_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s442_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s443_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s443_dyn5e,100.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s443_dyn5e,100.0,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s444_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s444_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s444_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s445_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s445_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s445_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s446_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s446_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s446_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s447_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s447_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s447_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s448_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s448_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s448_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s449_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s449_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s449_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s450_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s450_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s450_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s451_dyn5e,0.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s451_dyn5e,0.0,
False,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s451_dyn5e,0.0,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s452_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s452_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s452_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s453_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s453_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s453_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s454_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s454_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s454_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s455_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s455_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s455_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s456_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s456_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s456_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s457_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s457_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s457_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s458_dyn5e,80.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s458_dyn5e,80.13,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s458_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s459_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s459_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s459_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s48_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s48_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s48_dyn5e,100.12,
False,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s49_dyn5e,20.0,
False,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s49_dyn5e,18.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s49_dyn5e,100.12,
True,,,ortools,OR-Tools,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s50_dyn5e,100.0,
True,,,latest,DRoC latest,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s50_dyn5e,100.12,
True,,,retry,DRoC retry,,,dynamic_served_rate,,800,ORTEC-SYNTH-800-s50_dyn5e,100.12,
,4.761904761904762,C1_2_10,,,Vehicle count,,homberger_improvement,,,,,200
,7.116253007679887,C1_2_10,,,Distance,,homberger_improvement,,,,,200
,13.043478260869565,C1_2_8,,,Vehicle count,,homberger_improvement,,,,,200
,20.24302349822795,C1_2_8,,,Distance,,homberger_improvement,,,,,200
,33.33333333333333,C2_2_2,,,Vehicle count,,homberger_improvement,,,,,200
,9.729624963659276,C2_2_2,,,Distance,,homberger_improvement,,,,,200
,33.33333333333333,C2_2_4,,,Vehicle count,,homberger_improvement,,,,,200
,3.0267567423799187,C2_2_4,,,Distance,,homberger_improvement,,,,,200
,12.5,C2_2_5,,,Vehicle count,,homberger_improvement,,,,,200
,8.708768112358435,C2_2_5,,,Distance,,homberger_improvement,,,,,200
,22.22222222222222,C2_2_6,,,Vehicle count,,homberger_improvement,,,,,200
,12.28986608414855,C2_2_6,,,Distance,,homberger_improvement,,,,,200
,20.0,C2_2_7,,,Vehicle count,,homberger_improvement,,,,,200
,4.649025204392624,C2_2_7,,,Distance,,homberger_improvement,,,,,200
,33.33333333333333,C2_2_8,,,Vehicle count,,homberger_improvement,,,,,200
,9.448416751787539,C2_2_8,,,Distance,,homberger_improvement,,,,,200
,5.263157894736842,R1_2_10,,,Vehicle count,,homberger_improvement,,,,,200
,-1.2845980664812608,R1_2_10,,,Distance,,homberger_improvement,,,,,200
,14.285714285714285,R2_2_1,,,Vehicle count,,homberger_improvement,,,,,200
,4.014954486345899,R2_2_1,,,Distance,,homberger_improvement,,,,,200
,42.857142857142854,R2_2_10,,,Vehicle count,,homberger_improvement,,,,,200
,2.694347841360165,R2_2_10,,,Distance,,homberger_improvement,,,,,200
,42.857142857142854,R2_2_4,,,Vehicle count,,homberger_improvement,,,,,200
,0.5564616713038429,R2_2_4,,,Distance,,homberger_improvement,,,,,200
,42.857142857142854,R2_2_7,,,Vehicle count,,homberger_improvement,,,,,200
,-1.1581275064652783,R2_2_7,,,Distance,,homberger_improvement,,,,,200
,16.666666666666664,R2_2_8,,,Vehicle count,,homberger_improvement,,,,,200
,3.9218617630936383,R2_2_8,,,Distance,,homberger_improvement,,,,,200
,9.090909090909092,RC1_2_1,,,Vehicle count,,homberger_improvement,,,,,200
,8.53458913596414,RC1_2_1,,,Distance,,homberger_improvement,,,,,200
,0.0,RC1_2_4,,,Vehicle count,,homberger_improvement,,,,,200
,5.759314825064813,RC1_2_4,,,Distance,,homberger_improvement,,,,,200
,33.33333333333333,RC2_2_10,,,Vehicle count,,homberger_improvement,,,,,200
,5.339491518107645,RC2_2_10,,,Distance,,homberger_improvement,,,,,200
,31.57894736842105,C2_4_2,,,Vehicle count,,homberger_improvement,,,,,400
,13.717566992769035,C2_4_2,,,Distance,,homberger_improvement,,,,,400
,18.75,C2_4_3,,,Vehicle count,,homberger_improvement,,,,,400
,6.449035498230796,C2_4_3,,,Distance,,homberger_improvement,,,,,400
,17.647058823529413,C2_4_5,,,Vehicle count,,homberger_improvement,,,,,400
,11.1178919378392,C2_4_5,,,Distance,,homberger_improvement,,,,,400
,12.5,C2_4_6,,,Vehicle count,,homberger_improvement,,,,,400
,-0.6460308607547913,C2_4_6,,,Distance,,homberger_improvement,,,,,400
,13.333333333333334,C2_4_7,,,Vehicle count,,homberger_improvement,,,,,400
,2.288040760934272,C2_4_7,,,Distance,,homberger_improvement,,,,,400
,28.57142857142857,R2_4_4,,,Vehicle count,,homberger_improvement,,,,,400
,1.5720559865369692,R2_4_4,,,Distance,,homberger_improvement,,,,,400
,38.46153846153847,R2_4_7,,,Vehicle count,,homberger_improvement,,,,,400
,-11.418520282897868,R2_4_7,,,Distance,,homberger_improvement,,,,,400
,27.27272727272727,R2_4_8,,,Vehicle count,,homberger_improvement,,,,,400
,4.89818608577487,R2_4_8,,,Distance,,homberger_improvement,,,,,400
,52.94117647058824,R2_4_9,,,Vehicle count,,homberger_improvement,,,,,400
,-10.607488518900812,R2_4_9,,,Distance,,homberger_improvement,,,,,400
,27.77777777777778,RC2_4_2,,,Vehicle count,,homberger_improvement,,,,,400
,-7.419310249498921,RC2_4_2,,,Distance,,homberger_improvement,,,,,400
,26.923076923076923,C2_6_2,,,Vehicle count,,homberger_improvement,,,,,600
,5.4008684363668955,C2_6_2,,,Distance,,homberger_improvement,,,,,600
,0.0,RC1_6_10,,,Vehicle count,,homberger_improvement,,,,,600
,3.2277493361075367,RC1_6_10,,,Distance,,homberger_improvement,,,,,600
,33.33333333333333,RC2_6_1,,,Vehicle count,,homberger_improvement,,,,,600
,-3.650692160140509,RC2_6_1,,,Distance,,homberger_improvement,,,,,600
,3.9473684210526314,C1_8_1,,,Vehicle count,,homberger_improvement,,,,,800
,0.6069954725750206,C1_8_1,,,Distance,,homberger_improvement,,,,,800
,0.0,C1_8_10,,,Vehicle count,,homberger_improvement,,,,,800
,1.5541307158500197,C1_8_10,,,Distance,,homberger_improvement,,,,,800
,2.666666666666667,C1_8_2,,,Vehicle count,,homberger_improvement,,,,,800
,6.163904765820961,C1_8_2,,,Distance,,homberger_improvement,,,,,800
,2.7027027027027026,C1_8_3,,,Vehicle count,,homberger_improvement,,,,,800
,9.14530972720895,C1_8_3,,,Distance,,homberger_improvement,,,,,800
,1.36986301369863,C1_8_4,,,Vehicle count,,homberger_improvement,,,,,800
,0.8840136119085188,C1_8_4,,,Distance,,homberger_improvement,,,,,800
,2.7027027027027026,C1_8_5,,,Vehicle count,,homberger_improvement,,,,,800
,6.299165752211216,C1_8_5,,,Distance,,homberger_improvement,,,,,800
,1.36986301369863,C1_8_6,,,Vehicle count,,homberger_improvement,,,,,800
,6.092793088363952,C1_8_6,,,Distance,,homberger_improvement,,,,,800
,1.36986301369863,C1_8_7,,,Vehicle count,,homberger_improvement,,,,,800
,3.2171884793621084,C1_8_7,,,Distance,,homberger_improvement,,,,,800
,4.3478260869565215,C2_8_10,,,Vehicle count,,homberger_improvement,,,,,800
,6.825489085250562,C2_8_10,,,Distance,,homberger_improvement,,,,,800
,15.384615384615385,C2_8_3,,,Vehicle count,,homberger_improvement,,,,,800
,-14.01796477038535,C2_8_3,,,Distance,,homberger_improvement,,,,,800
,8.333333333333332,C2_8_4,,,Vehicle count,,homberger_improvement,,,,,800
,-11.85711814279947,C2_8_4,,,Distance,,homberger_improvement,,,,,800
,15.384615384615385,C2_8_5,,,Vehicle count,,homberger_improvement,,,,,800
,-8.742081710931595,C2_8_5,,,Distance,,homberger_improvement,,,,,800
,8.0,C2_8_7,,,Vehicle count,,homberger_improvement,,,,,800
,-5.974670012323494,C2_8_7,,,Distance,,homberger_improvement,,,,,800
,4.0,R1_8_10,,,Vehicle count,,homberger_improvement,,,,,800
,-0.8443829109594623,R1_8_10,,,Distance,,homberger_improvement,,,,,800
,1.36986301369863,R1_8_4,,,Vehicle count,,homberger_improvement,,,,,800
,1.1935770100466532,R1_8_4,,,Distance,,homberger_improvement,,,,,800
,1.36986301369863,R1_8_8,,,Vehicle count,,homberger_improvement,,,,,800
,2.865448766860679,R1_8_8,,,Distance,,homberger_improvement,,,,,800
,44.44444444444444,R2_8_2,,,Vehicle count,,homberger_improvement,,,,,800
,-11.519287420035218,R2_8_2,,,Distance,,homberger_improvement,,,,,800
,34.78260869565217,R2_8_3,,,Vehicle count,,homberger_improvement,,,,,800
,-8.590157001638737,R2_8_3,,,Distance,,homberger_improvement,,,,,800
,31.818181818181817,R2_8_7,,,Vehicle count,,homberger_improvement,,,,,800
,-10.744201484015063,R2_8_7,,,Distance,,homberger_improvement,,,,,800
,2.631578947368421,RC1_8_2,,,Vehicle count,,homberger_improvement,,,,,800
,1.0587660950753646,RC1_8_2,,,Distance,,homberger_improvement,,,,,800
,1.3513513513513513,RC1_8_3,,,Vehicle count,,homberger_improvement,,,,,800
,-0.5935203880191745,RC1_8_3,,,Distance,,homberger_improvement,,,,,800
,21.052631578947366,RC2_8_8,,,Vehicle count,,homberger_improvement,,,,,800
,-1.8950991127896883,RC2_8_8,,,Distance,,homberger_improvement,,,,,800
